s_center,x,y,yaw,curvature,steering,d_delta_ds,segment_length,lateral_offset,speed_85,accel_85,steering_rate_85
18.151547995,14.047784771,0.241181725,1.653084921,0.220126164,0.216670642,-0.000001374,0.080441705,0.945036354,5.574183393,0.000000000,-0.000007658
18.250736781,14.040462970,0.321289522,1.670791361,0.220122595,0.216667237,-0.000083250,0.080405212,0.946783010,5.574183393,0.012323953,-0.000464051
18.349925568,14.031728297,0.401218889,1.688489206,0.220112125,0.216657251,-0.000165118,0.080372505,0.948357166,5.574361158,0.000000000,-0.000920430
18.449114355,14.021584970,0.480948761,1.706178737,0.220094761,0.216640690,-0.000246959,0.080343596,0.949758355,5.574361158,0.036565782,-0.001376638
18.548303142,14.010037416,0.560458178,1.723860236,0.220070512,0.216617561,-0.000328752,0.080318499,0.950986114,5.574888158,0.000000000,-0.001832754
18.647491929,13.997090270,0.639726284,1.741533991,0.220039386,0.216587872,-0.000410478,0.080297225,0.952039977,5.574888158,0.060803335,-0.002288366
18.746680716,13.982748371,0.718732323,1.759200291,0.220001391,0.216551632,-0.000492117,0.080279788,0.952919480,5.575763862,0.000000000,-0.002743929
18.845869503,13.967016759,0.797455641,1.776859433,0.219956538,0.216508849,-0.000573652,0.080266201,0.953624157,5.575763862,0.085031075,-0.003198548
18.945058289,13.949900675,0.875875681,1.794511713,0.219904838,0.216459534,-0.000655064,0.080256476,0.954153544,5.576987797,0.000000000,-0.003653282
19.044247076,13.931405557,0.953971984,1.812157432,0.219846301,0.216403697,-0.000736334,0.080250626,0.954507175,5.576987797,0.109244217,-0.004106526
19.143435863,13.911537038,1.031724185,1.829796897,0.219780939,0.216341347,-0.000817446,0.080248663,0.954684587,5.578559556,0.000000000,-0.004560170
19.242624650,13.890300946,1.109112015,1.847430413,0.219708764,0.216272497,-0.000898382,0.080250599,0.954685313,5.578559556,0.133438714,-0.005011675
19.341813437,13.867703302,1.186115295,1.865058293,0.219629789,0.216197158,-0.000979125,0.080256448,0.954508890,5.580478814,0.000000000,-0.005463984
19.441002224,13.843750314,1.262713936,1.882680848,0.219544027,0.216115341,-0.001059658,0.080266220,0.954154852,5.580478814,0.157611227,-0.005913401
19.540191011,13.818448385,1.338887937,1.900298396,0.219451492,0.216027059,-0.001139966,0.080279928,0.953622734,5.582745338,0.000000119,-0.006364143
19.639379797,13.791804103,1.414617384,1.917911255,0.219352196,0.215932324,-0.001220033,0.080297585,0.952912072,5.582745340,0.181758965,-0.006811136
19.738568584,13.763824245,1.489882447,1.935519745,0.219246156,0.215831149,-0.001299844,0.080319201,0.952022400,5.585358999,0.000000000,-0.007260094
19.837757371,13.734515774,1.564663377,1.953124189,0.219133384,0.215723547,-0.001379382,0.080344788,0.950953254,5.585358999,0.205880238,-0.007704344
19.936946158,13.703885842,1.638940508,1.970724914,0.219013897,0.215609532,-0.001415313,0.080374359,0.949704169,5.588319779,0.000000000,-0.007909223
20.036134945,13.671941784,1.712694253,1.988322538,0.218895005,0.215496079,-0.000456024,0.080407923,0.948274680,5.588319779,0.001948445,-0.002548409
20.135323732,13.638691082,1.785905077,2.005924421,0.218937061,0.215536211,0.001450360,0.080445455,0.946664369,5.588347814,-0.181528814,0.008105114
20.234512519,13.604140440,1.858553025,2.023544349,0.219139491,0.215729374,0.002398747,0.080486900,0.944873903,5.585734057,-0.170789307,0.013398765
20.333701305,13.568295837,1.930617617,2.041189627,0.219341635,0.215922247,0.002350401,0.080532207,0.942905034,5.583272549,-0.173223938,0.013122929
20.432890092,13.531163483,2.002078269,2.058860801,0.219536158,0.216107834,0.002258368,0.080581330,0.940759561,5.580773436,-0.147032869,0.012603438
20.532078879,13.492749876,2.072914316,2.076558110,0.219723024,0.216286101,0.002165948,0.080634218,0.938439283,5.578650010,-0.177972791,0.012083067
20.631267666,13.453061805,2.143105014,2.094281784,0.219902200,0.216457018,0.002073199,0.080690823,0.935945998,5.576076985,-0.109640011,0.011560317
20.730456453,13.412106359,2.212629545,2.112032037,0.220073656,0.216620560,0.001980177,0.080751098,0.933281506,5.574490170,-0.203197633,0.011038477
20.829645240,13.369890938,2.281467020,2.129809072,0.220237366,0.216776702,0.001886939,0.080814993,0.930447605,5.571545907,-0.058057909,0.010513170
20.928834026,13.326423257,2.349596484,2.147613080,0.220393308,0.216925425,0.001793544,0.080882460,0.927446094,5.570703716,-0.243899091,0.009991303
21.028022813,13.281711357,2.416996917,2.165444241,0.220541464,0.217066713,0.001700049,0.080953452,0.924278772,5.567161357,0.000000000,0.009464444
21.127211600,13.235763613,2.483647245,2.183302720,0.220681819,0.217200554,0.001606511,0.081027920,0.920947438,5.567161357,-0.222696936,0.008943704
21.226400387,13.188588742,2.549526341,2.201188674,0.220814361,0.217326938,0.001512988,0.081105816,0.917453891,5.563919143,0.000000000,0.008418143
21.325589174,13.140195807,2.614613032,2.219102246,0.220939085,0.217445860,0.001419538,0.081187093,0.913799930,5.563919143,-0.194807423,0.007898197
21.424777961,13.090594230,2.678886103,2.237043568,0.221055988,0.217557319,0.001326219,0.081271702,0.909987354,5.561075843,-0.000000119,0.007375205
21.523966748,13.039793798,2.742324307,2.255012761,0.221165069,0.217661316,0.001233087,0.081359597,0.906017961,5.561075842,-0.167185895,0.006857289
21.623155534,12.987804669,2.804906369,2.273009935,0.221266335,0.217757858,0.001140198,0.081450730,0.901893550,5.558629342,-0.000000146,0.006337938
21.722344321,12.934637380,2.866610994,2.291035189,0.221359794,0.217846952,0.001047608,0.081545053,0.897615920,5.558629340,-0.139874651,0.005823267
21.821533108,12.880302854,2.927416873,2.309088610,0.221445458,0.217928613,0.000955373,0.081642520,0.893186871,5.556577001,0.000000000,0.005308605
21.920721895,12.824812409,2.987302694,2.327170277,0.221523344,0.218002857,0.000863547,0.081743083,0.888608201,5.556577001,-0.069739677,0.004798364
22.019910682,12.768177762,3.046247146,2.345280255,0.221593472,0.218069704,0.000772183,0.081846696,0.883881708,5.555550962,-0.047704987,0.004289899
22.119099469,12.710411037,3.104228930,2.363418603,0.221655868,0.218129178,0.000681333,0.081953313,0.879009192,5.554848108,-0.046142656,0.003784701
22.218288256,12.651524772,3.161226766,2.381585366,0.221710558,0.218181307,0.000347145,0.082062886,0.873992452,5.554167302,0.000000000,0.001928103
22.317477042,12.591531925,3.217219404,2.399778860,0.221715603,0.218186116,-0.000955567,0.082175390,0.868833287,5.554167302,0.000000000,-0.005307378
22.416665829,12.530446052,3.272185856,2.417990524,0.221545908,0.218024366,-0.002244213,0.082290873,0.863533211,5.554167302,0.267548444,-0.012464732
22.515854616,12.468281799,3.326106107,2.436211848,0.221328394,0.217817019,-0.002551312,0.082409345,0.858092605,5.558129902,0.173426513,-0.014180525
22.615043403,12.405054323,3.378960495,2.454441240,0.221105123,0.217604164,-0.002614227,0.082530803,0.852511564,5.560700670,0.194865003,-0.014536936
22.714232190,12.340779108,3.430729503,2.472678836,0.220876123,0.217385828,-0.002676565,0.082655242,0.846790186,5.563592065,0.194041160,-0.014891318
22.813420977,12.275471970,3.481393758,2.490924764,0.220641422,0.217162033,-0.002738313,0.082782657,0.840928567,5.566474082,0.200532079,-0.015242750
22.912609764,12.209149056,3.530934039,2.509179154,0.220401049,0.216932807,-0.002799458,0.082913045,0.834926803,5.569455527,0.204934776,-0.015591458
23.011798550,12.141826847,3.579331282,2.527442130,0.220155032,0.216698175,-0.002859988,0.083046400,0.828784989,5.572505576,0.209862991,-0.015937297
23.110987337,12.073522156,3.626566584,2.545713815,0.219903402,0.216458165,-0.002919889,0.083182720,0.822503224,5.575632263,0.214652204,-0.016280226
23.210176124,12.004252131,3.672621211,2.563994328,0.219646191,0.216212804,-0.002979150,0.083321999,0.816081602,5.578833734,0.219451805,-0.016620181
23.309364911,11.934034259,3.717476600,2.582283785,0.219383429,0.215962122,-0.003037758,0.083464234,0.809520220,5.582110368,0.224231441,-0.016957102
23.408553698,11.862886360,3.761114369,2.600582300,0.219115150,0.215706148,-0.003095703,0.083609419,0.802819174,5.585462091,0.228995976,-0.017290931
23.507742485,11.790826595,3.803516316,2.618889984,0.218841387,0.215444912,-0.003152972,0.083757550,0.795978561,5.588888907,0.233744222,-0.017621610
23.606931272,11.717873461,3.844664432,2.637206944,0.218562175,0.215178445,-0.003209554,0.083908623,0.788998477,5.592390804,0.238475892,-0.017949082
23.706120058,11.644045796,3.884540903,2.655533286,0.218277548,0.214906778,-0.003265439,0.084062634,0.781879019,5.595967769,0.243190586,-0.018273291
23.805308845,11.569362778,3.923128119,2.673869111,0.217987542,0.214629945,-0.003320615,0.084219578,0.774620282,5.599619786,-0.265220674,-0.018594182
23.904497632,11.493843922,3.960408674,2.692214518,0.217692195,0.214347978,-0.003375072,0.084379450,0.767222363,5.595629384,-0.963849061,-0.018885654
24.003686419,11.417509088,3.996365380,2.710569604,0.217391542,0.214060911,-0.003428801,0.084542247,0.759685358,5.581076070,-1.305209870,-0.019136397
24.102875206,11.340378474,4.030981270,2.728934461,0.217085624,0.213768779,-0.003481790,0.084707962,0.752009363,5.561269580,-1.620908776,-0.019363174
24.202063993,11.262472619,4.064239602,2.747309179,0.216774478,0.213471617,-0.003534031,0.084876593,0.744194476,5.536525227,-1.920281302,-0.019566253
24.301252780,11.183812404,4.096123873,2.765693846,0.216458145,0.213169462,-0.003585515,0.085048135,0.736240791,5.507008055,-2.207418187,-0.019745459
24.400441566,11.104419050,4.126617817,2.784088545,0.216136665,0.212862350,-0.003627524,0.085222583,0.728148406,5.472811354,-2.484284104,-0.019852752
24.499630353,11.024314119,4.155705417,2.802493425,0.215811630,0.212551801,-0.003469845,0.085399930,0.719917416,5.433988397,-2.749624131,-0.018855097
24.598819140,10.943519508,4.183370901,2.820910147,0.215517053,0.212270316,-0.003125346,0.085580145,0.711547930,5.390602423,-3.004891814,-0.016847496
24.698007927,10.862057406,4.209598503,2.839341801,0.215252435,0.212017429,-0.002975579,0.085763187,0.703040316,5.342684375,-3.252908778,-0.015897578
24.797196714,10.779950311,4.234372465,2.857789997,0.214983585,0.211760470,-0.003024923,0.085949037,0.694395204,5.290209512,-3.493837880,-0.016002478
24.896385501,10.697221101,4.257677287,2.876254814,0.214709013,0.211498013,-0.003081938,0.086137677,0.685613236,5.233137939,-3.727652183,-0.016128209
24.995574288,10.613893034,4.279497751,2.894736258,0.214428776,0.211230110,-0.003137975,0.086329091,0.676695054,5.171416642,-3.954266948,-0.016227775
25.094763074,10.529989745,4.299818925,2.913234334,0.214142933,0.210956816,-0.003193022,0.086523262,0.667641299,5.104979289,-4.173558879,-0.016300310
25.193951861,10.445535248,4.318626178,2.931749039,0.213851545,0.210678188,-0.003247069,0.086720170,0.658452612,5.033745493,-4.385379175,-0.016344920
25.293140648,10.360553934,4.335905188,2.950280368,0.213554674,0.210394283,-0.003300108,0.086919800,0.649129635,4.957619593,-4.500000000,-0.016360681
25.392329435,10.275070567,4.351641949,2.968828314,0.213252382,0.210105158,-0.003352130,0.087122134,0.639673009,4.878085057,-4.500000000,-0.016351973
25.491518222,10.189110285,4.365822786,2.987392862,0.212944732,0.209810872,-0.003403126,0.087327155,0.630083376,4.797042278,-4.500000000,-0.016324938
25.590707009,10.102698594,4.378434361,3.005973997,0.212631789,0.209511485,0.215952118,0.087534846,0.620361378,4.714410909,-4.153731455,1.018087019
25.689895796,10.015861372,4.389463687,3.027613787,0.252757950,0.247572691,-1.063404594,0.097498261,0.610507656,4.636645095,-4.500000000,-4.930629695
25.789084582,9.918878686,4.399477149,3.039342771,0.012747120,0.012746429,-1.321284861,0.099703228,0.600522851,4.541034396,2.800000000,-6.000000000
25.888273369,9.819689899,4.409592395,3.039316731,-0.012987380,-0.012986650,-0.128692056,0.099716480,0.590407605,4.602100766,2.800000000,-0.592253809
25.987462156,9.720501112,4.419837440,3.038025134,-0.012918021,-0.012917303,0.000695319,0.099729833,0.580162560,4.662375333,2.800000000,0.003241840
26.086650943,9.621312325,4.430211643,3.036740280,-0.012848678,-0.012847971,0.000695061,0.099743283,0.569788357,4.721888479,2.800000000,0.003282001
26.185839730,9.522123538,4.440714362,3.035462168,-0.012779353,-0.012778657,0.000694787,0.099756829,0.559285638,4.780668698,2.800000000,0.003321545
26.285028517,9.422934751,4.451344957,3.034190798,-0.012710046,-0.012709361,0.000694497,0.099770468,0.548655043,4.838742754,2.800000000,0.003360490
26.384217304,9.323745964,4.462102785,3.032926167,-0.012640759,-0.012640086,0.000694191,0.099784197,0.537897215,4.896135830,2.800000000,0.003398852
26.483406090,9.224557178,4.472987205,3.031668275,-0.012571495,-0.012570832,0.000693870,0.099798014,0.527012795,4.952871649,2.800000000,0.003436648
26.582594877,9.125368391,4.483997575,3.030417120,-0.012502253,-0.012501602,0.000693534,0.099811917,0.516002425,5.008972594,2.800000000,0.003473892
26.681783664,9.026179604,4.495133254,3.029172701,-0.012433037,-0.012432396,0.005826166,0.099825903,0.504866746,5.064459812,2.800000000,0.029506383
26.780972451,8.926990817,4.506393601,3.027986185,-0.011338965,-0.011338479,0.031476748,0.099838797,0.493606399,5.119353303,2.800000000,0.161140593
26.880161238,8.827802030,4.517767690,3.027113314,-0.006147678,-0.006147601,0.057107401,0.099845843,0.482232310,5.173671376,2.800000000,0.295454924
26.979350025,8.728613243,4.529203467,3.026809670,0.000064992,0.000064992,0.062222052,0.099845769,0.470796533,5.227428835,2.800000000,0.325261350
27.078538812,8.629424456,4.540638591,3.027126293,0.006277704,0.006277621,0.062242171,0.099838574,0.459361409,5.280639026,2.800000000,0.328678439
27.177727598,8.530235670,4.552010724,3.028063318,0.012494429,0.012493779,0.062301141,0.099824376,0.447989276,5.333314592,2.800000000,0.332271585
27.276916385,8.431046883,4.563257527,3.029621142,0.018719037,0.018716851,0.062397287,0.099803406,0.436742473,5.385467579,2.800000000,0.336038567
27.376105172,8.331858096,4.574316660,3.031800412,0.024955189,0.024950011,0.062527813,0.099776012,0.425683340,5.437109537,2.800000000,0.339970569
27.475293959,8.232669309,4.585125785,3.034602011,0.031206239,0.031196115,0.062688781,0.099742658,0.414874215,5.488251615,2.800000000,0.344051803
27.574482746,8.133480522,4.595622562,3.038027028,0.037475122,0.037457593,0.062875086,0.099703923,0.404377438,5.538904646,2.800000000,0.348259107
27.673671533,8.034291735,4.605744653,3.042076731,0.043764245,0.043736336,0.063080428,0.099660503,0.394255347,5.589079230,2.800000000,0.352561508
27.772860320,7.935102948,4.615429719,3.046752528,0.050075379,0.050033586,0.063297276,0.099613215,0.384570281,5.638785814,2.800000000,0.356919781
27.872049106,7.835914162,4.624615420,3.052055917,0.056409538,0.056349820,0.063516840,0.099562989,0.375384580,5.688034763,2.800000000,0.361285997
27.971237893,7.736725375,4.633239417,3.057988434,0.062766862,0.062684630,0.063729044,0.099510877,0.366760583,5.736836428,2.800000000,0.365603104
28.070426680,7.637536588,4.641239372,3.064551591,0.069146494,0.069036607,0.063922503,0.099458050,0.358760628,5.785201216,2.800000000,0.369804540
28.169615467,7.538347801,4.648552945,3.071746805,0.075546452,0.075403221,0.064084515,0.099405798,0.351447055,5.833139651,2.800000000,0.373813924
28.268804254,7.439159014,4.655117798,3.079575321,0.081963508,0.081780700,0.064201076,0.099355531,0.344882202,5.880662434,2.800000000,0.377544855
28.367993041,7.339970227,4.660871591,3.088038122,0.088393054,0.088163913,0.064256909,0.099308779,0.339128409,5.927780498,2.800000000,0.380900855
28.467181828,7.240781440,4.665751985,3.097135837,0.094828982,0.094546255,0.064235530,0.099267194,0.334248015,5.974505068,2.800000000,0.383775497
28.566370614,7.141592654,4.669696641,3.106868641,0.101263561,0.100919545,0.064119340,0.099232544,0.330303359,6.020847705,2.800000000,0.386052783
28.665559401,7.042403867,4.672643220,3.117236136,0.107687322,0.107273927,0.063889775,0.099206719,0.327356780,6.066820364,2.800000000,0.387607789
28.764748188,6.943215080,4.674529383,3.128237242,0.114088960,0.113597785,0.063527486,0.099191725,0.325470617,6.112435436,2.800000000,0.388307659
28.863936975,6.844026293,4.675292792,3.139870067,0.120455242,0.119877682,0.061286280,0.099189683,0.324707208,6.157705792,2.800000000,0.377382878
28.963125762,6.744837506,4.674871106,-3.131070786,0.126422987,0.125755844,0.019232178,0.099202772,0.325128894,6.202644826,2.800000000,0.119290368
29.062314549,6.645648719,4.673205412,-3.118632674,0.124327921,0.123693201,-0.060742345,0.099230876,0.326794588,6.247266472,2.800000000,-0.379473617
29.161503335,6.546459932,4.670315561,-3.106798111,0.114195058,0.113702519,-0.102547992,0.099270030,0.329684439,6.291584162,2.800000000,-0.645189323
29.260692122,6.447271146,4.666300168,-3.095982632,0.103706742,0.103337331,-0.104449069,0.099316695,0.333699832,6.335609161,2.800000000,-0.661748480
29.359880909,6.348082359,4.661261276,-3.086203365,0.093229025,0.092960320,-0.104440302,0.099367707,0.338738724,6.379350823,2.800000000,-0.666261327
29.459069696,6.248893572,4.655300925,-3.077459154,0.082774948,0.082586672,-0.104297857,0.099420223,0.344699075,6.422816834,2.800000000,-0.669886030
29.558258483,6.149704785,4.648521156,-3.069748132,0.072353025,0.072227165,-0.104066743,0.099471718,0.351478844,6.466013404,2.800000000,-0.672896953
29.657447270,6.050515998,4.641024010,-3.063068002,0.061967772,0.061888636,-0.103786682,0.099519987,0.358975990,6.508945456,2.800000000,-0.675541855
29.756636057,5.951327211,4.632911529,-3.057416283,0.051620253,0.051574476,-0.103491974,0.099563143,0.367088471,6.551616814,2.800000000,-0.678039755
29.855824843,5.852138424,4.624285754,-3.052790520,0.041308602,0.041285130,-0.103211465,0.099599615,0.375714246,6.594030367,2.800000000,-0.680579537
29.955013630,5.752949638,4.615248724,-3.049188465,0.031028548,0.031018596,-0.102968604,0.099628147,0.384751276,6.636188238,2.800000000,-0.683319040
30.054202417,5.653760851,4.605902483,-3.046608216,0.020773913,0.020770925,-0.102781519,0.099647795,0.394097517,6.678091939,2.800000000,-0.686384436
30.153391204,5.554572064,4.596349070,-3.045048331,0.010537102,0.010536712,-0.102663118,0.099657929,0.403650930,6.719742525,2.800000000,-0.689869719
30.252579991,5.455383277,4.586690527,-3.044507905,0.000309578,0.000309578,-0.102621167,0.099658229,0.413309473,6.761140733,2.800000000,-0.693836154
30.351768778,5.356194490,4.577028895,-3.044986621,-0.009917670,-0.009917345,-0.102658352,0.099648684,0.422971105,6.802287122,2.800000000,-0.698311585
30.450957565,5.257005703,4.567466214,-3.046484759,-0.020153669,-0.020150941,-0.102772294,0.099629597,0.432533786,6.843182207,2.800000000,-0.703289533
30.550146351,5.157816916,4.558104527,-3.049003191,-0.030406997,-0.030397631,-0.102955535,0.099601580,0.441895473,6.883826586,2.800000000,-0.708728050
30.649335138,5.058628130,4.549045873,-3.052543328,-0.040685320,-0.040662893,-0.103195482,0.099565556,0.450954127,6.924221062,2.800000000,-0.714548329
30.748523925,4.959439343,4.540392295,-3.057107046,-0.050994915,-0.050950780,-0.103474324,0.099522763,0.459607705,6.964366764,2.800000000,-0.720633141
30.847712712,4.860250556,4.532245832,-3.062696578,-0.061340183,-0.061263423,-0.103768938,0.099474753,0.467754168,7.004265264,2.800000000,-0.726825171
30.946901499,4.761061769,4.524708527,-3.069314368,-0.071723149,-0.071600540,-0.104050806,0.099423393,0.475291473,7.043918690,2.800000000,-0.732925419
31.046090286,4.661872982,4.517882421,-3.076962903,-0.082142943,-0.081958935,-0.104285959,0.099370871,0.482117579,7.083329832,2.800000000,-0.738691848
31.145279073,4.562684195,4.511869553,-3.085644498,-0.092595272,-0.092331991,-0.094421989,0.099319690,0.488130447,7.122502256,2.800000000,-0.672520832
31.244467859,4.463495408,4.506771966,-3.095261321,-0.101061663,-0.100719693,-0.044333092,0.099273492,0.493228034,7.161440404,2.800000000,-0.317488799
31.343656646,4.364306622,4.502671874,-3.105315235,-0.101482483,-0.101136241,0.005995065,0.099237208,0.497328126,7.200150013,2.800000000,0.043165370
31.442845433,4.265117835,4.499572181,-3.115305890,-0.099859567,-0.099529608,0.016361046,0.099211359,0.500427819,7.238638586,2.800000000,0.118431695
31.542034220,4.165929048,4.497455968,-3.125131244,-0.098203288,-0.097889415,0.016688202,0.099195449,0.502544032,7.276913644,2.800000000,0.121438602
31.641223007,4.066740261,4.496306312,-3.134789189,-0.096516590,-0.096218556,0.016985006,0.099188989,0.503693688,7.314982345,2.800000000,0.124245016
31.740411794,3.967551474,4.496106292,3.138907500,-0.094802344,-0.094519854,0.017252211,0.099191493,0.503893708,7.352851490,2.800000000,0.126852947
31.839600581,3.868362687,4.496838987,3.129589938,-0.093063333,-0.092796054,0.017490672,0.099202485,0.503161013,7.390527545,2.800000000,0.129265295
31.938789367,3.769173901,4.498487476,3.120444979,-0.091302250,-0.091049810,0.017701330,0.099221492,0.501512524,7.428016647,2.800000000,0.131485774
32.037978154,3.669985114,4.501034837,3.111473997,-0.089521688,-0.089283685,0.017885201,0.099248051,0.498965163,7.465324619,2.800000000,0.133518831
32.137166941,3.570796327,4.504464149,3.102678200,-0.087724137,-0.087500142,0.018043365,0.099281704,0.495535851,7.502456981,2.800000000,0.135369569
32.236355728,3.471607540,4.508758491,3.094058634,-0.085911978,-0.085701541,0.018176953,0.099322003,0.491241509,7.539418963,2.800000000,0.137043665
32.335544515,3.372418753,4.513900941,3.085616191,-0.084087481,-0.083890132,0.018287138,0.099368505,0.486099059,7.576215514,2.800000000,0.138547299
32.434733302,3.273229966,4.519874579,3.077351621,-0.082252805,-0.082068060,0.018375123,0.099420778,0.480125421,7.612851315,2.800000000,0.139887076
32.533922089,3.174041179,4.526662482,3.069265533,-0.080409990,-0.080237355,0.018442131,0.099478397,0.473337518,7.649330788,2.800000000,0.141069959
32.633110875,3.074852393,4.534247729,3.061358407,-0.078560961,-0.078399935,0.018489399,0.099540946,0.465752271,7.685658106,2.800000000,0.142103197
32.732299662,2.975663606,4.542613400,3.053630601,-0.076707528,-0.076557607,0.018518167,0.099608018,0.457386600,7.721837205,2.800000000,0.142994268
32.831488449,2.876474819,4.551742572,3.046082356,-0.074851384,-0.074712062,0.018529671,0.099679215,0.448257428,7.757871790,2.800000000,0.143750811
32.930677236,2.777286032,4.561618325,3.038713807,-0.072994108,-0.072864880,0.018525138,0.099754149,0.438381675,7.793765349,2.800000000,0.144380581
33.029866023,2.678097245,4.572223737,3.031524987,-0.071137164,-0.071017531,0.018505779,0.099832439,0.427776263,7.829521157,2.800000000,0.144891389
33.129054810,2.578908458,4.583541887,3.024515838,-0.069281907,-0.069171375,0.018472783,0.099913717,0.416458113,7.865142288,2.800000000,0.145291064
33.228243597,2.479719671,4.595555853,3.017686214,-0.067429581,-0.067327664,0.018427312,0.099997621,0.404444147,7.900631622,2.800000000,0.145587405
33.327432383,2.380530885,4.608248715,3.011035890,-0.065581324,-0.065487546,0.018494564,0.100083800,0.391751285,7.935991854,2.800000000,0.146772708
33.426621170,2.281342098,4.621603551,3.004565819,-0.063713248,-0.063627245,0.021394547,0.100171878,0.378396449,7.971225501,2.800000000,0.170540760
33.525809957,2.182153311,4.635603187,2.998305565,-0.061279700,-0.061203166,0.026969074,0.100260672,0.364396813,8.006334899,2.800000000,0.215923436
33.624998744,2.082964524,4.650224639,2.992311808,-0.058287640,-0.058221765,0.029767294,0.100348870,0.349775361,8.041321923,2.800000000,0.239368391
33.724187531,1.983775737,4.665439117,2.986613426,-0.055287794,-0.055231563,0.029702685,0.100435926,0.334560883,8.076187959,2.800000000,0.239884465
33.823376318,1.884586950,4.681217576,2.981210512,-0.052305539,-0.052257917,0.029510884,0.100521352,0.318782424,8.110934171,2.800000000,0.239360837
33.922565105,1.785398163,4.697530971,2.976101888,-0.049341119,-0.049301136,0.029317873,0.100604691,0.302469029,8.145561534,2.800000000,0.238810538
34.021753891,1.686209377,4.714350257,2.971286362,-0.046394574,-0.046361329,0.029125692,0.100685509,0.285649743,8.180070841,2.800000000,0.238250226
34.120942678,1.587020590,4.731646390,2.966762745,-0.043465762,-0.043438420,0.028936220,0.100763399,0.268353610,8.214462722,2.800000000,0.237695502
34.220131465,1.487831803,4.749390325,2.962529864,-0.040554370,-0.040532159,0.028751179,0.100837983,0.250609675,8.248737652,2.800000000,0.237160932
34.319320252,1.388643016,4.767553018,2.958586567,-0.037659931,-0.037642142,0.028572141,0.100908906,0.232446982,8.282895965,2.800000000,0.236660072
34.418509039,1.289454229,4.786105425,2.954931739,-0.034781835,-0.034767819,0.028400536,0.100975838,0.213894575,8.316937864,2.800000000,0.236205494
34.517697826,1.190265442,4.805018500,2.951564307,-0.031919341,-0.031908508,0.028237657,0.101038477,0.194981500,8.350863436,2.800000000,0.235808819
34.616886613,1.091076655,4.824263199,2.948483253,-0.029071594,-0.029063408,0.028084668,0.101096546,0.175736801,8.384672659,2.800000000,0.235480747
34.716075399,0.991887869,4.843810477,2.945687617,-0.026237631,-0.026231613,0.027942609,0.101149790,0.156189523,8.418365415,2.800000000,0.235231090
34.815264186,0.892699082,4.863631291,2.943176507,-0.023416396,-0.023412118,0.027812403,0.101197984,0.136368709,8.451941498,2.800000000,0.235068804
34.914452973,0.793510295,4.883696595,2.940949104,-0.020606751,-0.020603835,0.027694864,0.101240922,0.116303405,8.485400626,2.800000000,0.235002016
35.013641760,0.694321508,4.903977345,2.939004668,-0.017807482,-0.017805600,0.027590698,0.101278427,0.096022655,8.518742451,2.800000000,0.235038054
35.112830547,0.595132721,4.924444496,2.937342542,-0.015017313,-0.015016184,0.027500513,0.101310344,0.075555504,8.551966566,2.800000000,0.235183470
35.212019334,0.495943934,4.945069004,2.935962155,-0.012234915,-0.012234305,0.027424819,0.101336543,0.054930996,8.585072514,2.800000000,0.235444060
35.311208121,0.396755147,4.965821825,2.934863031,-0.009458912,-0.009458630,0.027364034,0.101356919,0.034178175,8.618059799,2.800000000,0.235824883
35.410396907,0.297566361,4.986673912,2.934044784,-0.006687893,-0.006687794,0.027318488,0.101371389,0.013326088,8.650927895,2.800000000,0.236330272
35.509585694,0.198377574,5.007596223,2.933507126,-0.003920419,-0.003920399,0.027288424,0.101379896,-0.007596223,8.683676251,2.800000000,0.236963842
35.608774481,0.099188787,5.028559713,2.933249866,-0.001155031,-0.001155031,0.025135531,0.101382406,-0.028559713,8.716304300,2.800000000,0.219088934
35.707963268,-0.000000000,5.049535336,2.933250936,0.001176139,0.001176139,0.014441490,0.101379850,-0.049535336,8.748811469,2.800000000,0.126345876
35.807152055,-0.099188787,5.070498604,2.933400434,0.001773160,0.001773158,0.003751007,0.101376000,-0.070498604,8.781197486,2.800000000,0.032938336
35.906340842,-0.198377574,5.091443246,2.933588478,0.001936680,0.001936677,0.001613327,0.101371800,-0.091443246,8.813463274,2.800000000,0.014219001
36.005529629,-0.297566361,5.112367547,2.933793093,0.002100260,0.002100257,0.001614020,0.101367249,-0.112367547,8.845610039,2.800000000,0.014276989
36.104718415,-0.396755147,5.133269791,2.934014284,0.002263906,0.002263902,0.001614767,0.101362350,-0.133269791,8.877638963,2.800000000,0.014335320
36.203907202,-0.495943934,5.154148265,2.934252056,0.002427623,0.002427618,0.001615569,0.101357104,-0.154148265,8.909551208,2.800000000,0.014393998
36.303095989,-0.595132721,5.175001251,2.934506412,0.002591415,0.002591410,0.001616426,0.101351511,-0.175001251,8.941347913,2.800000000,0.014453030
36.402284776,-0.694321508,5.195827035,2.934777360,0.002755289,0.002755282,0.001617338,0.101345573,-0.195827035,8.973030200,2.391466256,0.014512419
36.501473563,-0.793510295,5.216623902,2.935064903,0.002919247,0.002919239,0.001618303,0.101339291,-0.216623902,9.000000000,0.000000000,0.014564726
36.600662350,-0.892699082,5.237390136,2.935369049,0.003083297,0.003083287,0.001619322,0.101332667,-0.237390136,9.000000000,0.000000000,0.014573898
36.699851137,-0.991887869,5.258124023,2.935689803,0.003247442,0.003247430,0.001620395,0.101325703,-0.258124023,9.000000000,0.000000000,0.014583551
